RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger-V-351;;
Number;7184200193;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0,0 H;;
Data Sum;2551;;
Temperature Maximum;24,5°C;;
Temperature Minimum;14,5°C;;
Temperature Average;18°C;;
Temperature Alarm Upper Limit;60,0°C;;
Temperature Alarm Lower Limit;-30,0°C;;
Humidity Maximum;62,1%RH;;
Humidity Minimum;38,5%RH;;
Humidity Average;53,8%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;2022-04-25 15:30:06;;
End Time;2022-05-04 12:00:06;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
2303;2022-05-03 15:20:06;22,9;40,7
2304;2022-05-03 15:25:06;23;39,6
2305;2022-05-03 15:30:06;23,1;39,6
2306;2022-05-03 15:35:06;23,1;39,6
2307;2022-05-03 15:40:06;23,2;39,6
2308;2022-05-03 15:45:06;23,2;39,1
2309;2022-05-03 15:50:06;23,3;39,1
2310;2022-05-03 15:55:06;23,3;38,5
2311;2022-05-03 16:00:06;23,3;38,5
2312;2022-05-03 16:05:06;23,3;38,5
2313;2022-05-03 16:10:06;23,3;38,5
2314;2022-05-03 16:15:06;23,3;38,5
2315;2022-05-03 16:20:06;23,3;38,5
2316;2022-05-03 16:25:06;23,3;38,5
2317;2022-05-03 16:30:06;23,3;39,1
2318;2022-05-03 16:35:06;23,2;39,1
2319;2022-05-03 16:40:06;23,2;39,1
2320;2022-05-03 16:45:06;23,2;39,1
2321;2022-05-03 16:50:06;23,1;39,1
2322;2022-05-03 16:55:06;23,1;39,1
2323;2022-05-03 17:00:06;23;39
2324;2022-05-03 17:05:06;22,9;39
2325;2022-05-03 17:10:06;22,9;39
2326;2022-05-03 17:15:06;22,8;39,6
2327;2022-05-03 17:20:06;22,7;39,6
2328;2022-05-03 17:25:06;22,6;39,5
2329;2022-05-03 17:30:06;22,5;39,5
2330;2022-05-03 17:35:06;22,3;40,1
2331;2022-05-03 17:40:06;22,2;40,1
2332;2022-05-03 17:45:06;22,1;40,6
2333;2022-05-03 17:50:06;22;40,6
2334;2022-05-03 17:55:06;21,9;40,6
2335;2022-05-03 18:00:06;21,7;41,1
2336;2022-05-03 18:05:06;21,6;41,6
2337;2022-05-03 18:10:06;21,5;41,6
2338;2022-05-03 18:15:06;21,4;41,6
2339;2022-05-03 18:20:06;21,3;42,1
2340;2022-05-03 18:25:06;21,2;42,1
2341;2022-05-03 18:30:06;21,1;42,6
2342;2022-05-03 18:35:06;20,9;42,6
2343;2022-05-03 18:40:06;20,9;42,6
2344;2022-05-03 18:45:06;20,8;43,1
2345;2022-05-03 18:50:06;20,7;43,1
2346;2022-05-03 18:55:06;20,6;43,6
2347;2022-05-03 19:00:06;20,5;43,6
2348;2022-05-03 19:05:06;20,4;43,6
2349;2022-05-03 19:10:06;20,3;43,6
2350;2022-05-03 19:15:06;20,3;44,1
2351;2022-05-03 19:20:06;20,2;44,1
2352;2022-05-03 19:25:06;20,1;44,6
2353;2022-05-03 19:30:06;20;44,6
2354;2022-05-03 19:35:06;19,9;44,6
2355;2022-05-03 19:40:06;19,8;44,6
2356;2022-05-03 19:45:06;19,7;45,1
2357;2022-05-03 19:50:06;19,6;45,6
2358;2022-05-03 19:55:06;19,6;45,6
2359;2022-05-03 20:00:06;19,5;45,6
2360;2022-05-03 20:05:06;19,4;45,6
2361;2022-05-03 20:10:06;19,3;46,1
2362;2022-05-03 20:15:06;19,2;46,1
2363;2022-05-03 20:20:06;19,2;46,6
2364;2022-05-03 20:25:06;19,2;46,6
2365;2022-05-03 20:30:06;19,2;46,6
2366;2022-05-03 20:35:06;19,1;46,6
2367;2022-05-03 20:40:06;19,1;46,5
2368;2022-05-03 20:45:06;19;46,5
2369;2022-05-03 20:50:06;19;46,5
2370;2022-05-03 20:55:06;18,9;47
2371;2022-05-03 21:00:06;18,9;47
2372;2022-05-03 21:05:06;18,8;47
2373;2022-05-03 21:10:06;18,8;47
2374;2022-05-03 21:15:06;18,8;47
2375;2022-05-03 21:20:06;18,8;47,5
2376;2022-05-03 21:25:06;18,7;47,5
2377;2022-05-03 21:30:06;18,7;47,5
2378;2022-05-03 21:35:06;18,7;47,5
2379;2022-05-03 21:40:06;18,6;47,5
2380;2022-05-03 21:45:06;18,6;47,5
2381;2022-05-03 21:50:06;18,6;47,5
2382;2022-05-03 21:55:06;18,5;47,5
2383;2022-05-03 22:00:06;18,4;48
2384;2022-05-03 22:05:06;18,4;48
2385;2022-05-03 22:10:06;18,3;48
2386;2022-05-03 22:15:06;18,3;48
2387;2022-05-03 22:20:06;18,3;48,5
2388;2022-05-03 22:25:06;18,2;48,5
2389;2022-05-03 22:30:06;18,2;48,5
2390;2022-05-03 22:35:06;18,2;48,5
2391;2022-05-03 22:40:06;18,1;48,5
2392;2022-05-03 22:45:06;18,1;48,5
2393;2022-05-03 22:50:06;18;48,5
2394;2022-05-03 22:55:06;18;48,5
2395;2022-05-03 23:00:06;18;48,5
2396;2022-05-03 23:05:06;17,9;48,5
2397;2022-05-03 23:10:06;17,9;49
2398;2022-05-03 23:15:06;17,9;48,9
2399;2022-05-03 23:20:06;17,8;48,9
2400;2022-05-03 23:25:06;17,8;49,4
2401;2022-05-03 23:30:06;17,7;49,4
2402;2022-05-03 23:35:06;17,7;49,4
2403;2022-05-03 23:40:06;17,6;49,4
2404;2022-05-03 23:45:06;17,6;49,4
2405;2022-05-03 23:50:06;17,5;49,4
2406;2022-05-03 23:55:06;17,5;49,4
2407;2022-05-04 00:00:06;17,5;49,4
2408;2022-05-04 00:05:06;17,4;49,9
2409;2022-05-04 00:10:06;17,4;49,9
2410;2022-05-04 00:15:06;17,4;49,9
2411;2022-05-04 00:20:06;17,4;49,9
2412;2022-05-04 00:25:06;17,3;50,4
2413;2022-05-04 00:30:06;17,3;49,9
2414;2022-05-04 00:35:06;17,3;50,4
2415;2022-05-04 00:40:06;17,2;50,4
2416;2022-05-04 00:45:06;17,2;50,4
2417;2022-05-04 00:50:06;17,2;50,4
2418;2022-05-04 00:55:06;17,2;50,4
2419;2022-05-04 01:00:06;17,1;50,4
2420;2022-05-04 01:05:06;17,1;50,4
2421;2022-05-04 01:10:06;17,1;50,4
2422;2022-05-04 01:15:06;17;50,4
2423;2022-05-04 01:20:06;17;50,4
2424;2022-05-04 01:25:06;17;50,9
2425;2022-05-04 01:30:06;16,9;50,8
2426;2022-05-04 01:35:06;16,9;50,8
2427;2022-05-04 01:40:06;16,9;50,8
2428;2022-05-04 01:45:06;16,8;50,8
2429;2022-05-04 01:50:06;16,8;50,8
2430;2022-05-04 01:55:06;16,8;50,8
2431;2022-05-04 02:00:06;16,7;51,3
2432;2022-05-04 02:05:06;16,7;51,3
2433;2022-05-04 02:10:06;16,7;51,3
2434;2022-05-04 02:15:06;16,7;51,3
2435;2022-05-04 02:20:06;16,7;51,3
2436;2022-05-04 02:25:06;16,7;51,3
2437;2022-05-04 02:30:06;16,7;51,3
2438;2022-05-04 02:35:06;16,7;51,3
2439;2022-05-04 02:40:06;16,7;51,3
2440;2022-05-04 02:45:06;16,7;51,3
2441;2022-05-04 02:50:06;16,7;51,3
2442;2022-05-04 02:55:06;16,7;51,3
2443;2022-05-04 03:00:06;16,7;51,3
2444;2022-05-04 03:05:06;16,6;51,3
2445;2022-05-04 03:10:06;16,6;51,3
2446;2022-05-04 03:15:06;16,5;51,3
2447;2022-05-04 03:20:06;16,5;51,3
2448;2022-05-04 03:25:06;16,5;51,3
2449;2022-05-04 03:30:06;16,5;51,3
2450;2022-05-04 03:35:06;16,4;51,3
2451;2022-05-04 03:40:06;16,4;51,3
2452;2022-05-04 03:45:06;16,4;51,3
2453;2022-05-04 03:50:06;16,4;51,3
2454;2022-05-04 03:55:06;16,3;51,3
2455;2022-05-04 04:00:06;16,3;51,3
2456;2022-05-04 04:05:06;16,3;51,8
2457;2022-05-04 04:10:06;16,2;51,8
2458;2022-05-04 04:15:06;16,2;51,7
2459;2022-05-04 04:20:06;16,2;51,7
2460;2022-05-04 04:25:06;16,2;51,7
2461;2022-05-04 04:30:06;16,2;51,7
2462;2022-05-04 04:35:06;16,2;51,7
2463;2022-05-04 04:40:06;16,2;51,7
2464;2022-05-04 04:45:06;16,2;51,7
2465;2022-05-04 04:50:06;16,2;51,7
2466;2022-05-04 04:55:06;16,2;51,7
2467;2022-05-04 05:00:06;16,2;51,7
2468;2022-05-04 05:05:06;16,1;51,7
2469;2022-05-04 05:10:06;16,1;51,7
2470;2022-05-04 05:15:06;16,1;51,7
2471;2022-05-04 05:20:06;16;51,7
2472;2022-05-04 05:25:06;16;52,2
2473;2022-05-04 05:30:06;16;51,7
2474;2022-05-04 05:35:06;16;51,7
2475;2022-05-04 05:40:06;16;51,7
2476;2022-05-04 05:45:06;16;52,2
2477;2022-05-04 05:50:06;16;52,2
2478;2022-05-04 05:55:06;16;52,2
2479;2022-05-04 06:00:06;15,9;52,2
2480;2022-05-04 06:05:06;15,9;52,2
2481;2022-05-04 06:10:06;15,9;52,2
2482;2022-05-04 06:15:06;15,9;52,2
2483;2022-05-04 06:20:06;15,9;52,2
2484;2022-05-04 06:25:06;15,8;52,2
2485;2022-05-04 06:30:06;15,8;52,2
2486;2022-05-04 06:35:06;15,8;52,2
2487;2022-05-04 06:40:06;15,8;52,2
2488;2022-05-04 06:45:06;15,7;52,2
2489;2022-05-04 06:50:06;15,7;52,2
2490;2022-05-04 06:55:06;15,7;52,2
2491;2022-05-04 07:00:06;15,7;52,2
2492;2022-05-04 07:05:06;15,6;52,2
2493;2022-05-04 07:10:06;15,6;52,2
2494;2022-05-04 07:15:06;15,6;52,2
2495;2022-05-04 07:20:06;15,6;52,2
2496;2022-05-04 07:25:06;15,6;52,2
2497;2022-05-04 07:30:06;15,6;52,2
2498;2022-05-04 07:35:06;15,5;52,2
2499;2022-05-04 07:40:06;15,5;52,2
2500;2022-05-04 07:45:06;15,5;52,2
2501;2022-05-04 07:50:06;15,5;52,2
2502;2022-05-04 07:55:06;15,5;52,2
2503;2022-05-04 08:00:06;15,5;52,2
2504;2022-05-04 08:05:06;15,6;52,2
2505;2022-05-04 08:10:06;15,7;52,2
2506;2022-05-04 08:15:06;15,8;52,2
2507;2022-05-04 08:20:06;15,9;52,2
2508;2022-05-04 08:25:06;16;52,2
2509;2022-05-04 08:30:06;16,1;51,7
2510;2022-05-04 08:35:06;16,2;51,7
2511;2022-05-04 08:40:06;16,3;51,3
2512;2022-05-04 08:45:06;16,4;51,3
2513;2022-05-04 08:50:06;16,5;51,3
2514;2022-05-04 08:55:06;16,6;51,3
2515;2022-05-04 09:00:06;16,7;50,8
2516;2022-05-04 09:05:06;16,8;50,8
2517;2022-05-04 09:10:06;16,9;50,3
2518;2022-05-04 09:15:06;17;50,3
2519;2022-05-04 09:20:06;17,1;50,4
2520;2022-05-04 09:25:06;17,7;52,4
2521;2022-05-04 09:30:06;19,1;49,6
2522;2022-05-04 09:35:06;18,8;49,1
2523;2022-05-04 09:40:06;18,6;49
2524;2022-05-04 09:45:06;18,6;49
2525;2022-05-04 09:50:06;18,6;48,5
2526;2022-05-04 09:55:06;18,4;48,5
2527;2022-05-04 10:00:06;18,3;48,5
2528;2022-05-04 10:05:06;18,4;49
2529;2022-05-04 10:10:06;18,5;48,5
2530;2022-05-04 10:15:06;18,6;48
2531;2022-05-04 10:20:06;18,6;48
2532;2022-05-04 10:25:06;18,6;48,5
2533;2022-05-04 10:30:06;18,6;49,1
2534;2022-05-04 10:35:06;18,7;50,1
2535;2022-05-04 10:40:06;19;50,6
2536;2022-05-04 10:45:06;19,5;51,2
2537;2022-05-04 10:50:06;19,9;51,2
2538;2022-05-04 10:55:06;20,2;50,8
2539;2022-05-04 11:00:06;20,2;51,3
2540;2022-05-04 11:05:06;20,3;50,3
2541;2022-05-04 11:10:06;20,4;49,8
2542;2022-05-04 11:15:06;20,6;49,3
2543;2022-05-04 11:20:06;20,7;48,8
2544;2022-05-04 11:25:06;20,9;48,8
2545;2022-05-04 11:30:06;20,9;48,8
2546;2022-05-04 11:35:06;21,1;47,8
2547;2022-05-04 11:40:06;21,4;46,8
2548;2022-05-04 11:45:06;21,6;46,3
2549;2022-05-04 11:50:06;21,8;45,8
2550;2022-05-04 11:55:06;22;45,9
2551;2022-05-04 12:00:06;22,1;45,3
